id,zona,tracker,fila,tipo,strings,articulada,art_plano,x,y_sur,y_norte,z_sur,z_norte,pend_long,pend_long_trk,s_oeste,s_este,azi_oeste,azi_este,mag_oeste,mag_este,resid_oeste,resid_este,vec_oeste,vec_este,herm_oeste,herm_este,tcu_s_oeste,tcu_az_oeste,tcu_mag_oeste,tcu_s_este,tcu_az_este,tcu_mag_este,tcu_vec_oeste,tcu_vec_este,tcu_herm_oeste,tcu_herm_este,pend_proy,d_pend,estado,sector,origen
PD-137-0,PD,137,0,2TTx56,4,NO,NO,658180.475,4331962.211,4332036.913,743.312,741.991,-1.768,-1.704,-0.985,-0.721,330.0,22.9,1.968,1.85,0.012,0.226,no,sí,,,-0.783,335.3,1.875,1.608,316.7,2.343,PD-126-1,PD-137-1 (hermana),NO,SI,-1.606,-0.162,ok,,medido
PD-137-1,PD,137,1,2TTx56,4,NO,NO,658186.511,4331962.209,4332036.865,743.361,742.137,-1.64,-1.704,-1.246,-1.72,323.8,45.3,2.111,2.421,0.006,0.146,no,sí,,,-0.783,335.3,1.875,1.608,316.7,2.343,PD-126-1,PD-137-1 (hermana),NO,SI,-1.396,-0.244,ok,,medido
PD-138-0,PD,138,0,2TTx56,4,NO,NO,658215.132,4330303.189,4330377.703,789.377,784.636,-6.363,-6.351,0.298,-1.457,2.7,12.9,6.358,6.516,0.144,0.027,sí,no,,,1.008,9.0,6.431,-1.008,9.0,6.431,PD-138-0 (hermana),PD-138-1 (hermana),SI,SI,-6.894,0.531,atencion,,medido
PD-138-1,PD,138,1,2TTx56,4,NO,NO,658221.144,4330303.153,4330377.672,789.31,784.586,-6.339,-6.351,0.285,-1.174,2.6,10.5,6.357,6.459,0.129,0.061,sí,no,,,1.008,9.0,6.431,-1.008,9.0,6.431,PD-138-0 (hermana),PD-138-1 (hermana),SI,SI,-6.318,-0.021,ok,,medido
PD-139-0,PD,139,0,2TTx56,4,NO,NO,658203.075,4330902.562,4330977.054,774.494,772.513,-2.659,-2.931,1.72,0.121,30.4,357.6,3.399,2.934,0.069,0.072,no,no,,,2.306,38.2,3.73,2.935,315.0,4.148,PD-127-1,PD-153-0,NO,NO,-2.998,0.339,ok,,medido
PD-139-1,PD,139,1,2TTx56,4,NO,NO,658209.13,4330902.39,4330976.998,774.697,772.307,-3.203,-2.931,1.277,1.027,23.5,340.7,3.197,3.106,0.092,0.114,no,no,,,2.306,38.2,3.73,2.935,315.0,4.148,PD-127-1,PD-153-0,NO,NO,-2.885,-0.318,ok,,medido
PD-14-0,PD,14,0,2TTx56,4,NO,NO,657939.151,4330408.33,4330482.956,784.825,784.155,-0.898,-0.809,1.544,-0.931,62.4,49.0,1.743,1.233,0.016,0.028,sí,no,,,1.816,66.0,1.988,-0.975,50.3,1.267,PD-12-1,PD-14-1 (hermana),NO,SI,-0.848,-0.05,ok,,medido
PD-14-1,PD,14,1,2TTx56,4,NO,NO,657945.145,4330408.326,4330482.979,784.7,784.163,-0.719,-0.809,1.379,-0.853,59.6,46.5,1.599,1.175,0.007,0.022,sí,no,,,1.816,66.0,1.988,-0.975,50.3,1.267,PD-12-1,PD-14-1 (hermana),NO,SI,-0.664,-0.055,ok,,medido
PD-140-0,PD,140,0,2TTx56,4,NO,NO,658180.502,4332037.167,4332111.818,741.997,740.101,-2.54,-2.515,-1.323,0.769,332.3,343.0,2.842,2.63,0.027,0.262,sí,no,,,-0.875,340.8,2.663,3.996,302.2,4.722,PD-129-1,PD-154-0,NO,NO,-2.436,-0.104,ok,,medido
PD-140-1,PD,140,1,2TTx56,4,NO,NO,658186.488,4332037.16,4332111.817,742.091,740.232,-2.49,-2.515,-1.545,0.297,328.4,353.3,2.952,2.532,0.02,0.224,sí,no,,,-0.875,340.8,2.663,3.996,302.2,4.722,PD-129-1,PD-154-0,NO,NO,-2.504,0.014,ok,,medido
PD-141-0,PD,141,0,2TTx56,4,NO,NO,658177.975,4332164.831,4332239.504,739.179,737.833,-1.803,-1.827,,-0.368,,11.4,,1.864,,0.046,no,sí,,,1.438,38.2,2.325,-0.379,11.7,1.866,PD-141-0 (hermana),PD-155-0,SI,NO,-1.883,0.08,ok,,medido
PD-141-1,PD,141,1,2TTx56,4,NO,NO,658183.964,4332164.745,4332239.414,739.113,737.73,-1.852,-1.827,1.438,0.407,38.2,347.4,2.325,1.872,-0.0,0.047,no,sí,,,1.438,38.2,2.325,-0.379,11.7,1.866,PD-141-0 (hermana),PD-155-0,SI,NO,-1.941,0.089,ok,,medido
PD-142-0,PD,142,0,2TTx28,2,NO,NO,658203.07,4331002.782,4331040.482,771.177,770.003,-3.114,-3.117,-1.738,0.888,330.9,344.1,3.568,3.241,0.01,0.032,no,no,,,-1.425,335.4,3.427,1.425,335.4,3.427,PD-142-0 (hermana),PD-142-1 (hermana),SI,SI,-3.764,0.65,atencion,,medido
PD-142-1,PD,142,1,2TTx28,2,NO,NO,658209.069,4331002.795,4331040.499,771.263,770.087,-3.119,-3.117,-1.614,0.467,332.6,351.5,3.51,3.151,0.011,0.019,no,no,,,-1.425,335.4,3.427,1.425,335.4,3.427,PD-142-0 (hermana),PD-142-1 (hermana),SI,SI,-3.625,0.506,atencion,,medido
PD-143-0,PD,143,0,2TTx56,4,NO,NO,658177.991,4332239.749,4332314.401,737.803,735.98,-2.442,-2.445,,-0.889,,20.0,,2.602,,0.021,sí,no,,,1.26,27.3,2.751,-0.455,10.5,2.487,PD-143-0 (hermana),PD-157-0,SI,NO,-2.323,-0.119,ok,,medido
PD-143-1,PD,143,1,2TTx56,4,NO,NO,658184.003,4332239.698,4332314.348,737.731,735.903,-2.449,-2.445,1.26,-0.686,27.3,15.7,2.751,2.54,0.0,0.019,sí,no,,,1.26,27.3,2.751,-0.455,10.5,2.487,PD-143-0 (hermana),PD-157-0,SI,NO,-2.393,-0.056,ok,,medido
PD-144-0,PD,144,0,2TTx28,2,NO,NO,658203.09,4331075.685,4331113.381,768.546,767.087,-3.87,-4.032,-2.476,1.026,328.4,345.7,4.732,4.161,0.117,0.049,no,no,,,-0.54,352.4,4.068,1.842,335.5,4.433,PD-131-1,PD-144-1 (hermana),NO,SI,-4.017,0.147,ok,,medido
PD-144-1,PD,144,1,2TTx28,2,NO,NO,658209.118,4331075.56,4331113.259,768.723,767.142,-4.194,-4.032,-2.037,0.714,333.2,350.0,4.517,4.095,0.102,0.032,no,no,,,-0.54,352.4,4.068,1.842,335.5,4.433,PD-131-1,PD-144-1 (hermana),NO,SI,-4.105,-0.089,ok,,medido
PD-145-0,PD,145,0,2TTx56,4,NO,NO,658203.03,4331123.611,4331198.109,766.417,762.249,-5.595,-5.578,-2.366,1.586,337.0,344.1,6.059,5.799,0.038,0.03,no,sí,,,-1.66,343.4,5.82,1.66,343.4,5.82,PD-145-0 (hermana),PD-145-1 (hermana),SI,SI,-5.769,0.174,ok,,medido
PD-145-1,PD,145,1,2TTx56,4,NO,NO,658209.031,4331123.564,4331198.071,766.507,762.363,-5.562,-5.578,-2.218,1.514,338.3,344.8,6.003,5.78,0.053,0.039,no,sí,,,-1.66,343.4,5.82,1.66,343.4,5.82,PD-145-0 (hermana),PD-145-1 (hermana),SI,SI,-5.656,0.094,ok,,medido
PD-146-0,PD,146,0,2TTx56,4,NO,NO,658203.018,4331198.416,4331272.96,762.224,758.504,-4.99,-5.032,-1.414,1.422,344.3,344.2,5.227,5.229,0.196,0.047,sí,sí,,,0.239,2.7,5.038,2.003,338.3,5.416,PD-134-1,PD-160-0,NO,NO,-4.744,-0.246,ok,,medido
PD-146-1,PD,146,1,2TTx56,4,NO,NO,658209.029,4331198.432,4331272.991,762.352,758.569,-5.074,-5.032,-1.306,1.327,345.5,345.2,5.199,5.204,0.167,0.041,sí,sí,,,0.239,2.7,5.038,2.003,338.3,5.416,PD-134-1,PD-160-0,NO,NO,-4.851,-0.223,ok,,medido
PD-147-0,PD,147,0,2TTx42,3,NO,NO,658215.124,4330649.099,4330705.291,779.083,778.266,-1.454,-1.373,0.768,-1.189,29.2,40.9,1.573,1.816,0.025,0.031,no,no,,,1.969,55.1,2.401,-0.761,29.0,1.57,PD-147-0 (hermana),PD-161-0,SI,NO,-1.694,0.24,ok,,medido
PD-147-1,PD,147,1,2TTx42,3,NO,NO,658221.115,4330649.069,4330705.251,778.92,778.194,-1.292,-1.373,1.243,-0.566,42.2,22.4,1.852,1.485,0.044,0.006,no,no,,,1.969,55.1,2.401,-0.761,29.0,1.57,PD-147-0 (hermana),PD-161-0,SI,NO,-1.585,0.293,ok,,medido
PD-148-0,PD,148,0,2TTx56,4,NO,NO,658203.012,4331273.336,4331347.973,758.509,756.783,-2.313,-2.44,0.357,-0.046,8.3,1.1,2.466,2.441,0.062,0.029,sí,no,,,1.036,23.0,2.651,-0.056,1.3,2.441,PD-134-1,PD-162-0,NO,NO,-2.392,0.079,ok,,medido
PD-148-1,PD,148,1,2TTx56,4,NO,NO,658209.059,4331273.311,4331347.948,758.576,756.659,-2.568,-2.44,0.247,0.133,5.8,356.9,2.453,2.444,0.066,0.034,sí,no,,,1.036,23.0,2.651,-0.056,1.3,2.441,PD-134-1,PD-162-0,NO,NO,-2.615,0.047,ok,,medido
PD-149-0,PD,149,0,2TTx56,4,NO,NO,658215.054,4330718.575,4330793.212,778.335,776.942,-1.866,-1.869,-0.062,-1.57,358.1,40.0,1.87,2.441,0.049,0.074,no,no,,,0.336,10.2,1.899,-0.336,10.2,1.899,PD-149-0 (hermana),PD-149-1 (hermana),SI,SI,-1.727,-0.139,ok,,medido
PD-149-1,PD,149,1,2TTx56,4,NO,NO,658221.049,4330718.559,4330793.213,778.317,776.92,-1.871,-1.869,0.028,-1.961,0.9,46.4,1.869,2.709,0.047,0.036,no,no,,,0.336,10.2,1.899,-0.336,10.2,1.899,PD-149-0 (hermana),PD-149-1 (hermana),SI,SI,-1.75,-0.121,ok,,medido
PD-15-0,PD,15,0,2TTx28,2,NO,NO,657951.118,4330262.952,4330300.662,790.201,788.453,-4.635,-4.587,,-0.366,,4.6,,4.602,,0.031,no,no,,,-0.156,358.1,4.59,0.156,358.1,4.59,PD-15-0 (hermana),PD-15-1 (hermana),SI,SI,-5.019,0.384,ok,,medido
PD-15-1,PD,15,1,2TTx28,2,NO,NO,657957.091,4330262.932,4330300.631,790.193,788.482,-4.539,-4.587,-0.156,-0.555,358.1,6.9,4.59,4.62,0.0,0.018,no,no,,,-0.156,358.1,4.59,0.156,358.1,4.59,PD-15-0 (hermana),PD-15-1 (hermana),SI,SI,-5.047,0.508,atencion,,medido
PD-150-0,PD,150,0,2TTx56,4,NO,NO,658227.104,4330236.141,4330310.686,792.596,788.676,-5.259,-5.212,2.664,-0.817,27.1,8.9,5.853,5.276,0.13,0.114,no,sí,,,3.308,32.4,6.173,1.441,344.5,5.408,PD-138-1,PD-164-0,NO,NO,-5.046,-0.213,ok,,medido
PD-150-1,PD,150,1,2TTx56,4,NO,NO,658233.139,4330236.131,4330310.665,792.491,788.641,-5.165,-5.212,2.297,-1.229,23.8,13.3,5.696,5.355,0.036,0.16,no,sí,,,3.308,32.4,6.173,1.441,344.5,5.408,PD-138-1,PD-164-0,NO,NO,-4.947,-0.218,ok,,medido
PD-151-0,PD,151,0,2TTx56,4,NO,NO,658192.564,4331962.209,4332036.88,743.221,742.361,-1.152,-1.049,-1.069,-4.047,314.5,75.5,1.498,4.181,0.023,0.138,no,sí,,,1.756,59.1,2.045,-1.756,59.1,2.045,PD-151-0 (hermana),PD-151-1 (hermana),SI,SI,-1.266,0.114,ok,,medido
PD-151-1,PD,151,1,2TTx56,4,NO,NO,658198.575,4331962.198,4332036.883,743.039,742.332,-0.947,-1.049,-0.106,-5.03,354.2,78.2,1.055,5.138,0.112,0.089,no,sí,,,1.756,59.1,2.045,-1.756,59.1,2.045,PD-151-0 (hermana),PD-151-1 (hermana),SI,SI,-1.112,0.165,ok,,medido
PD-152-0,PD,152,0,2TTx42,3,NO,NO,658227.104,4330311.065,4330367.173,788.569,785.313,-5.803,-5.943,0.809,-0.974,7.8,9.3,5.998,6.023,0.199,0.043,sí,no,,,1.493,14.1,6.128,-1.434,13.6,6.114,PD-138-1,PD-152-1 (hermana),NO,SI,-6.666,0.863,atencion,,medido
PD-152-1,PD,152,1,2TTx42,3,NO,NO,658233.083,4330311.03,4330367.133,788.564,785.151,-6.083,-5.943,0.944,-0.775,9.0,7.4,6.018,5.994,0.132,0.035,sí,no,,,1.493,14.1,6.128,-1.434,13.6,6.114,PD-138-1,PD-152-1 (hermana),NO,SI,-6.624,0.541,atencion,,medido
PD-153-0,PD,153,0,2TTx28,2,NO,NO,658215.091,4330936.274,4330974.016,773.818,772.546,-3.37,-3.145,-0.008,-1.795,359.9,29.7,3.145,3.621,0.144,0.0,no,no,,,1.795,29.7,3.621,-1.795,29.7,3.621,PD-153-0 (hermana),PD-153-1 (hermana),SI,SI,-2.978,-0.392,ok,,medido
PD-153-1,PD,153,1,2TTx28,2,NO,NO,658221.125,4330936.293,4330974.009,773.624,772.523,-2.919,-3.145,0.159,-2.349,2.9,36.8,3.149,3.925,0.099,0.0,no,no,,,1.795,29.7,3.621,-1.795,29.7,3.621,PD-153-0 (hermana),PD-153-1 (hermana),SI,SI,-2.639,-0.28,ok,,medido
PD-154-0,PD,154,0,2TTx56,4,NO,NO,658192.549,4332037.158,4332111.797,742.378,740.43,-2.61,-2.529,-2.373,-2.646,316.8,46.3,3.468,3.66,0.043,0.139,sí,no,,,0.324,7.3,2.55,-0.324,7.3,2.55,PD-154-0 (hermana),PD-154-1 (hermana),SI,SI,-2.459,-0.151,ok,,medido
PD-154-1,PD,154,1,2TTx56,4,NO,NO,658198.557,4332037.16,4332111.796,742.298,740.471,-2.448,-2.529,-1.652,-3.291,326.8,52.5,3.021,4.15,0.119,0.093,sí,no,,,0.324,7.3,2.55,-0.324,7.3,2.55,PD-154-0 (hermana),PD-154-1 (hermana),SI,SI,-2.293,-0.155,ok,,medido
PD-155-0,PD,155,0,2TTx56,4,NO,NO,658189.966,4332164.811,4332239.481,739.123,737.672,-1.943,-1.967,0.802,0.896,22.2,335.5,2.125,2.162,0.013,0.019,no,sí,,,0.379,10.9,2.004,0.755,339.0,2.107,PD-141-1,PD-155-1 (hermana),NO,SI,-1.996,0.053,ok,,medido
PD-155-1,PD,155,1,2TTx56,4,NO,NO,658195.975,4332164.784,4332239.445,739.187,737.7,-1.992,-1.967,0.119,0.641,3.5,342.0,1.971,2.069,0.042,0.073,no,sí,,,0.379,10.9,2.004,0.755,339.0,2.107,PD-141-1,PD-155-1 (hermana),NO,SI,-2.111,0.119,ok,,medido
PD-156-0,PD,156,0,2TTx28,2,NO,NO,658215.098,4331002.788,4331040.484,771.405,770.039,-3.624,-3.631,-1.172,0.004,342.1,359.9,3.816,3.631,0.024,0.0,no,no,,,-0.004,359.9,3.631,0.004,359.9,3.631,PD-156-0 (hermana),PD-156-1 (hermana),SI,SI,-3.578,-0.046,ok,,medido
PD-156-1,PD,156,1,2TTx28,2,NO,NO,658221.099,4331002.79,4331040.496,771.408,770.036,-3.639,-3.631,-0.749,-0.263,348.3,4.1,3.708,3.641,0.045,0.0,no,no,,,-0.004,359.9,3.631,0.004,359.9,3.631,PD-156-0 (hermana),PD-156-1 (hermana),SI,SI,-3.406,-0.233,ok,,medido
PD-157-0,PD,157,0,2TTx56,4,NO,NO,658189.985,4332239.74,4332314.409,737.703,735.874,-2.449,-2.501,0.778,-0.729,17.3,16.2,2.619,2.605,0.01,0.015,sí,no,,,0.601,13.5,2.572,-0.601,13.5,2.572,PD-157-0 (hermana),PD-157-1 (hermana),SI,SI,-2.421,-0.028,ok,,medido
PD-157-1,PD,157,1,2TTx56,4,NO,NO,658195.96,4332239.729,4332314.386,737.706,735.8,-2.553,-2.501,0.691,-0.783,15.4,17.4,2.595,2.621,0.015,0.017,sí,no,,,0.601,13.5,2.572,-0.601,13.5,2.572,PD-157-0 (hermana),PD-157-1 (hermana),SI,SI,-2.588,0.035,ok,,medido
PD-158-0,PD,158,0,2TTx28,2,NO,NO,658215.102,4331075.717,4331113.414,768.785,767.12,-4.417,-4.3,-1.341,0.818,342.7,349.2,4.504,4.377,0.072,0.042,no,no,,,-0.446,354.1,4.323,1.518,340.6,4.56,PD-144-1,PD-158-1 (hermana),NO,SI,-4.054,-0.363,ok,,medido
PD-158-1,PD,158,1,2TTx28,2,NO,NO,658221.1,4331075.625,4331113.321,768.836,767.259,-4.183,-4.3,-1.142,0.091,345.1,358.8,4.449,4.301,0.019,0.032,no,no,,,-0.446,354.1,4.323,1.518,340.6,4.56,PD-144-1,PD-158-1 (hermana),NO,SI,-3.98,-0.203,ok,,medido
PD-159-0,PD,159,0,2TTx56,4,NO,NO,658215.035,4331123.59,4331198.096,766.522,762.515,-5.378,-5.45,-2.198,1.349,338.0,346.1,5.876,5.614,0.079,0.064,no,sí,,,-1.048,349.1,5.55,2.716,333.5,6.089,PD-159-0 (hermana),PD-170-0,SI,NO,-5.58,0.202,ok,,medido
PD-159-1,PD,159,1,2TTx56,4,NO,NO,658221.012,4331123.591,4331198.082,766.638,762.525,-5.521,-5.45,-1.766,1.294,342.0,346.6,5.729,5.601,0.07,0.086,no,sí,,,-1.048,349.1,5.55,2.716,333.5,6.089,PD-159-0 (hermana),PD-170-0,SI,NO,-5.627,0.106,ok,,medido
PD-16-0,PD,16,0,2TTx56,4,NO,NO,657951.14,4330333.43,4330408.04,786.482,784.454,-2.718,-2.702,1.717,-1.667,32.4,31.7,3.201,3.175,0.035,0.089,no,sí,,,2.09,37.7,3.416,-0.091,1.9,2.703,PD-13-1,PD-20-0,NO,NO,-2.766,0.048,ok,,medido
PD-16-1,PD,16,1,2TTx56,4,NO,NO,657957.152,4330333.462,4330408.077,786.363,784.359,-2.686,-2.702,1.771,-1.67,33.2,31.7,3.231,3.176,0.028,0.095,no,sí,,,2.09,37.7,3.416,-0.091,1.9,2.703,PD-13-1,PD-20-0,NO,NO,-2.832,0.146,ok,,medido
PD-160-0,PD,160,0,2TTx56,4,NO,NO,658215.042,4331198.445,4331272.996,762.488,758.673,-5.117,-5.063,-1.466,1.127,343.9,347.4,5.271,5.187,0.153,0.025,sí,sí,,,-0.681,352.3,5.108,0.902,349.9,5.142,PD-160-0 (hermana),PD-171-0,SI,NO,-4.909,-0.208,ok,,medido
PD-160-1,PD,160,1,2TTx56,4,NO,NO,658221.025,4331198.464,4331273.027,762.487,758.753,-5.008,-5.063,-1.293,1.417,345.7,344.4,5.225,5.257,0.114,0.011,sí,sí,,,-0.681,352.3,5.108,0.902,349.9,5.142,PD-160-0 (hermana),PD-171-0,SI,NO,-4.922,-0.086,ok,,medido
PD-161-0,PD,161,0,2TTx42,3,NO,NO,658227.101,4330646.115,4330702.289,778.989,778.118,-1.551,-1.551,1.185,-0.276,37.4,10.1,1.952,1.576,0.024,0.0,no,no,,,0.761,26.1,1.728,-0.276,10.1,1.576,PD-147-1,PD-161-1 (hermana),NO,SI,-1.823,0.272,ok,,medido
PD-161-1,PD,161,1,2TTx42,3,NO,NO,658233.12,4330646.108,4330702.281,778.973,778.101,-1.552,-1.551,0.879,-0.188,29.5,6.9,1.783,1.563,0.024,0.0,no,no,,,0.761,26.1,1.728,-0.276,10.1,1.576,PD-147-1,PD-161-1 (hermana),NO,SI,-1.675,0.123,ok,,medido
PD-162-0,PD,162,0,2TTx56,4,NO,NO,658215.058,4331273.364,4331347.98,758.667,756.559,-2.825,-2.863,0.32,0.119,6.4,357.6,2.881,2.865,0.014,0.046,sí,no,,,0.056,1.1,2.863,0.884,342.8,2.996,PD-148-1,PD-162-1 (hermana),NO,SI,-2.758,-0.067,ok,,medido
PD-162-1,PD,162,1,2TTx56,4,NO,NO,658221.057,4331273.333,4331347.945,758.749,756.585,-2.9,-2.863,-0.145,-0.186,357.1,3.7,2.866,2.869,0.023,0.014,sí,no,,,0.056,1.1,2.863,0.884,342.8,2.996,PD-148-1,PD-162-1 (hermana),NO,SI,-2.916,0.016,ok,,medido
PD-163-0,PD,163,0,2TTx56,4,NO,NO,658227.074,4330718.574,4330793.231,778.066,776.753,-1.759,-1.828,0.94,-1.167,27.2,32.6,2.055,2.169,0.152,0.01,no,no,,,3.464,62.2,3.917,-0.885,25.8,2.031,PD-149-1,PD-173-0,NO,NO,-1.571,-0.188,ok,,medido
PD-163-1,PD,163,1,2TTx56,4,NO,NO,658233.105,4330718.543,4330793.197,778.041,776.625,-1.897,-1.828,1.173,-1.1,32.7,31.0,2.172,2.133,0.144,0.013,no,no,,,3.464,62.2,3.917,-0.885,25.8,2.031,PD-149-1,PD-173-0,NO,NO,-1.657,-0.24,ok,,medido
PD-164-0,PD,164,0,2TTx28,2,NO,NO,658239.133,4330254.491,4330292.185,791.512,789.799,-4.544,-4.607,1.425,-3.36,17.2,36.1,4.822,5.702,0.13,0.057,no,sí,,,2.803,31.3,5.393,-2.803,31.3,5.393,PD-164-0 (hermana),PD-164-1 (hermana),SI,SI,-4.773,0.229,ok,,medido
PD-164-1,PD,164,1,2TTx28,2,NO,NO,658245.127,4330254.547,4330292.259,791.365,789.604,-4.67,-4.607,1.253,-3.544,15.2,37.6,4.774,5.812,0.093,0.035,no,sí,,,2.803,31.3,5.393,-2.803,31.3,5.393,PD-164-0 (hermana),PD-164-1 (hermana),SI,SI,-4.481,-0.189,ok,,medido
PD-165-0,PD,165,0,2TTx56,4,NO,NO,658204.483,4331980.318,4332054.995,742.534,741.853,-0.912,-0.869,0.3,-4.604,19.0,79.3,0.919,4.685,0.375,0.098,no,no,,,5.478,81.0,5.547,-2.972,73.7,3.096,PD-151-1,PD-165-1 (hermana),NO,SI,-0.952,0.04,ok,,medido
PD-165-1,PD,165,1,2TTx56,4,NO,NO,658210.474,4331980.313,4332054.99,742.324,741.707,-0.826,-0.869,1.381,-5.821,57.8,81.5,1.632,5.886,0.349,0.004,no,no,,,5.478,81.0,5.547,-2.972,73.7,3.096,PD-151-1,PD-165-1 (hermana),NO,SI,-0.669,-0.157,ok,,medido
PD-166-0,PD,166,0,2TTx56,4,NO,NO,658239.117,4330292.632,4330367.157,789.576,784.983,-6.163,-6.091,1.527,-1.114,14.1,10.4,6.28,6.192,0.155,0.164,sí,no,,,2.39,21.4,6.543,1.131,349.5,6.195,PD-152-1,PD-166-1 (hermana),NO,SI,-6.201,0.038,ok,,medido
PD-166-1,PD,166,1,2TTx56,4,NO,NO,658245.142,4330292.594,4330367.117,789.593,785.107,-6.02,-6.091,1.005,-2.151,9.4,19.4,6.174,6.46,0.166,0.156,sí,no,,,2.39,21.4,6.543,1.131,349.5,6.195,PD-152-1,PD-166-1 (hermana),NO,SI,-6.351,0.331,ok,,medido
PD-167-0,PD,167,0,2TTx56,4,NO,NO,658201.985,4332164.792,4332239.453,739.303,737.627,-2.245,-2.293,-0.067,0.191,358.3,355.2,2.294,2.301,0.058,0.144,no,sí,,,-0.361,351.1,2.321,1.66,324.1,2.831,PD-155-1,PD-167-1 (hermana),NO,SI,-2.202,-0.043,ok,,medido
PD-167-1,PD,167,1,2TTx56,4,NO,NO,658208.001,4332164.785,4332239.449,739.439,737.691,-2.341,-2.293,-0.788,-0.689,341.0,16.7,2.425,2.394,0.045,0.109,no,sí,,,-0.361,351.1,2.321,1.66,324.1,2.831,PD-155-1,PD-167-1 (hermana),NO,SI,-2.282,-0.059,ok,,medido
PD-168-0,PD,168,0,2TTx56,4,NO,NO,658201.997,4332239.735,4332314.392,737.681,735.652,-2.718,-2.813,0.933,-0.626,18.4,12.5,2.964,2.882,0.03,0.037,sí,no,,,1.43,27.0,3.156,-0.144,2.9,2.816,PD-157-1,PD-168-1 (hermana),NO,SI,-2.713,-0.005,ok,,medido
PD-168-1,PD,168,1,2TTx56,4,NO,NO,658208.021,4332239.71,4332314.37,737.744,735.573,-2.908,-2.813,0.679,-1.01,13.6,19.8,2.894,2.989,0.013,0.031,sí,no,,,1.43,27.0,3.156,-0.144,2.9,2.816,PD-157-1,PD-168-1 (hermana),NO,SI,-2.819,-0.089,ok,,medido
PD-169-0,PD,169,0,2TTx28,2,NO,NO,658227.087,4331075.69,4331113.405,768.819,767.345,-3.908,-3.984,-1.015,0.011,345.7,359.8,4.111,3.984,0.027,0.013,no,no,,,0.265,3.8,3.993,-0.265,3.8,3.993,PD-169-0 (hermana),PD-169-1 (hermana),SI,SI,-3.928,0.02,ok,,medido
PD-169-1,PD,169,1,2TTx28,2,NO,NO,658233.089,4331075.632,4331113.343,768.834,767.303,-4.06,-3.984,-0.659,-0.032,350.6,0.5,4.038,3.984,0.057,0.034,no,no,,,0.265,3.8,3.993,-0.265,3.8,3.993,PD-169-0 (hermana),PD-169-1 (hermana),SI,SI,-4.019,-0.041,ok,,medido
PD-17-0,PD,17,0,2TTx56,4,NO,NO,657951.142,4330408.291,4330482.962,784.508,784.166,-0.458,-0.346,1.415,0.234,76.3,325.9,1.457,0.417,0.01,0.0,sí,no,,,1.578,77.6,1.616,0.234,325.9,0.417,PD-14-1,PD-17-1 (hermana),NO,SI,-0.489,0.031,ok,,medido
PD-17-1,PD,17,1,2TTx56,4,NO,NO,657957.143,4330408.306,4330482.96,784.438,784.264,-0.233,-0.346,0.866,,68.2,,0.932,,0.041,,sí,no,,,1.578,77.6,1.616,0.234,325.9,0.417,PD-14-1,PD-17-1 (hermana),NO,SI,-0.391,0.158,ok,,medido
PD-170-0,PD,170,0,2TTx56,4,NO,NO,658227.038,4331123.6,4331198.115,766.76,762.728,-5.411,-5.393,-1.826,0.722,341.3,352.4,5.693,5.441,0.027,0.029,no,sí,,,-0.694,352.7,5.437,0.694,352.7,5.437,PD-170-0 (hermana),PD-170-1 (hermana),SI,SI,-5.491,0.08,ok,,medido
PD-170-1,PD,170,1,2TTx56,4,NO,NO,658233.042,4331123.564,4331198.102,766.79,762.784,-5.374,-5.393,-1.481,0.77,344.6,351.9,5.592,5.447,0.047,0.022,no,sí,,,-0.694,352.7,5.437,0.694,352.7,5.437,PD-170-0 (hermana),PD-170-1 (hermana),SI,SI,-5.36,-0.014,ok,,medido
PD-171-0,PD,171,0,2TTx56,4,NO,NO,658227.107,4331198.522,4331273.062,762.559,758.786,-5.062,-5.104,-1.189,1.599,346.9,342.6,5.241,5.349,0.048,0.019,sí,sí,,,-0.902,350.0,5.183,1.834,340.2,5.423,PD-160-1,PD-171-1 (hermana),NO,SI,-4.945,-0.117,ok,,medido
PD-171-1,PD,171,1,2TTx56,4,NO,NO,658233.113,4331198.435,4331272.958,762.705,758.87,-5.146,-5.104,-1.307,1.591,345.6,342.7,5.269,5.346,0.03,0.03,sí,sí,,,-0.902,350.0,5.183,1.834,340.2,5.423,PD-160-1,PD-171-1 (hermana),NO,SI,-5.017,-0.129,ok,,medido
PD-172-0,PD,172,0,2TTx56,4,NO,NO,658227.079,4331273.328,4331347.94,758.748,756.52,-2.986,-3.068,-0.004,-0.005,359.9,0.1,3.068,3.068,0.033,0.007,sí,no,,,0.55,10.2,3.117,0.117,357.8,3.07,PD-162-1,PD-172-1 (hermana),NO,SI,-3.076,0.09,ok,,medido
PD-172-1,PD,172,1,2TTx56,4,NO,NO,658233.101,4331273.368,4331347.97,758.815,756.465,-3.15,-3.068,-0.072,-0.084,358.7,1.6,3.069,3.069,0.035,0.006,sí,no,,,0.55,10.2,3.117,0.117,357.8,3.07,PD-162-1,PD-172-1 (hermana),NO,SI,-3.181,0.031,ok,,medido
PD-173-0,PD,173,0,2TTx56,4,NO,NO,658239.079,4330718.587,4330793.221,777.867,776.692,-1.574,-1.599,1.148,-1.143,35.7,35.6,1.968,1.966,0.132,0.01,no,no,,,1.606,45.1,2.266,-0.745,25.0,1.764,PD-173-0 (hermana),PD-187-0,SI,NO,-1.538,-0.036,ok,,medido
