id,zona,tracker,fila,tipo,strings,articulada,art_plano,x,y_sur,y_norte,z_sur,z_norte,pend_long,pend_long_trk,s_oeste,s_este,azi_oeste,azi_este,mag_oeste,mag_este,resid_oeste,resid_este,vec_oeste,vec_este,herm_oeste,herm_este,tcu_s_oeste,tcu_az_oeste,tcu_mag_oeste,tcu_s_este,tcu_az_este,tcu_mag_este,tcu_vec_oeste,tcu_vec_este,tcu_herm_oeste,tcu_herm_este,pend_proy,d_pend,estado,sector,origen
PD-173-1,PD,173,1,2TTx56,4,NO,NO,658245.103,4330718.506,4330793.149,777.79,776.578,-1.624,-1.599,1.563,-0.892,44.3,29.2,2.236,1.831,0.059,0.017,no,no,,,1.606,45.1,2.266,-0.745,25.0,1.764,PD-173-0 (hermana),PD-187-0,SI,NO,-1.387,-0.237,ok,,medido
PD-174-0,PD,174,0,2TTx42,3,NO,NO,658239.083,4330821.177,4330877.36,775.956,774.173,-3.174,-3.233,,-0.644,,11.3,,3.296,,0.02,no,no,,,1.489,24.7,3.559,0.491,351.4,3.27,PD-174-0 (hermana),PD-188-0,SI,NO,-3.235,0.061,ok,,medido
PD-174-1,PD,174,1,2TTx42,3,NO,NO,658245.083,4330821.11,4330877.314,775.902,774.052,-3.292,-3.233,1.489,-0.29,24.7,5.1,3.559,3.246,0.0,0.047,no,no,,,1.489,24.7,3.559,0.491,351.4,3.27,PD-174-0 (hermana),PD-188-0,SI,NO,-3.207,-0.085,ok,,medido
PD-175-0,PD,175,0,2TTx28,2,NO,NO,658251.157,4330254.598,4330292.279,791.11,789.498,-4.278,-4.104,1.65,-4.026,21.9,44.4,4.423,5.749,0.149,0.032,no,sí,,,4.243,46.0,5.903,-4.243,46.0,5.903,PD-175-0 (hermana),PD-175-1 (hermana),SI,SI,-4.203,-0.075,ok,,medido
PD-175-1,PD,175,1,2TTx28,2,NO,NO,658257.141,4330254.563,4330292.27,790.792,789.31,-3.93,-4.104,2.766,-4.141,34.0,45.3,4.949,5.83,0.103,0.027,no,sí,,,4.243,46.0,5.903,-4.243,46.0,5.903,PD-175-0 (hermana),PD-175-1 (hermana),SI,SI,-4.222,0.292,ok,,medido
PD-176-0,PD,176,0,2TTx56,4,NO,NO,658216.534,4331980.361,4332055.033,741.829,741.503,-0.437,-0.43,3.648,-5.908,83.3,85.8,3.673,5.924,0.239,0.0,no,no,,,5.908,85.8,5.923,-5.908,85.8,5.923,PD-176-0 (hermana),PD-176-1 (hermana),SI,SI,-0.357,-0.08,ok,,medido
PD-176-1,PD,176,1,2TTx56,4,NO,NO,658222.545,4331980.329,4332055.018,741.469,741.153,-0.423,-0.43,4.24,,84.2,,4.262,,0.234,,no,no,,,5.908,85.8,5.923,-5.908,85.8,5.923,PD-176-0 (hermana),PD-176-1 (hermana),SI,SI,-0.576,0.153,ok,,medido
PD-177-0,PD,177,0,2TTx56,4,NO,NO,658251.111,4330292.673,4330367.171,789.57,785.047,-6.071,-5.958,0.679,-2.734,6.5,24.7,5.996,6.555,0.087,0.175,sí,no,,,1.977,18.4,6.277,-1.977,18.4,6.277,PD-177-0 (hermana),PD-177-1 (hermana),SI,SI,-5.992,-0.079,ok,,medido
PD-177-1,PD,177,1,2TTx56,4,NO,NO,658257.14,4330292.657,4330367.163,789.367,785.013,-5.844,-5.958,0.931,-2.805,8.9,25.2,6.03,6.585,0.063,0.117,sí,no,,,1.977,18.4,6.277,-1.977,18.4,6.277,PD-177-0 (hermana),PD-177-1 (hermana),SI,SI,-5.728,-0.116,ok,,medido
PD-178-0,PD,178,0,2TTx56,4,NO,NO,658214.018,4332164.796,4332239.463,739.503,737.761,-2.333,-2.295,-1.056,-1.418,335.3,31.7,2.526,2.698,0.02,0.123,no,sí,,,1.79,38.0,2.91,-1.79,38.0,2.91,PD-178-0 (hermana),PD-178-1 (hermana),SI,SI,-2.339,0.006,ok,,medido
PD-178-1,PD,178,1,2TTx56,4,NO,NO,658220.019,4332164.803,4332239.464,739.367,737.682,-2.257,-2.295,-0.176,-1.223,355.6,28.1,2.302,2.6,0.118,0.104,no,sí,,,1.79,38.0,2.91,-1.79,38.0,2.91,PD-178-0 (hermana),PD-178-1 (hermana),SI,SI,-2.32,0.063,ok,,medido
PD-179-0,PD,179,0,2TTx56,4,NO,NO,658214.025,4332239.727,4332314.397,737.792,735.465,-3.116,-3.153,0.621,-1.048,11.1,18.4,3.214,3.323,0.012,0.085,sí,no,,,1.11,19.4,3.343,-1.11,19.4,3.343,PD-179-0 (hermana),PD-179-1 (hermana),SI,SI,-2.875,-0.241,ok,,medido
PD-179-1,PD,179,1,2TTx56,4,NO,NO,658220.025,4332239.751,4332314.429,737.752,735.37,-3.19,-3.153,0.741,-1.001,13.2,17.6,3.239,3.308,0.022,0.1,sí,no,,,1.11,19.4,3.343,-1.11,19.4,3.343,PD-179-0 (hermana),PD-179-1 (hermana),SI,SI,-2.93,-0.26,ok,,medido
PD-18-0,PD,18,0,2TTx28,2,NO,NO,657952.028,4330506.846,4330544.56,784.045,782.925,-2.97,-2.788,,-0.141,,2.9,,2.791,,0.012,no,no,,,0.397,8.1,2.816,-0.302,6.2,2.804,PD-18-0 (hermana),PD-21-0,SI,NO,-3.189,0.219,ok,,medido
PD-18-1,PD,18,1,2TTx28,2,NO,NO,657958.051,4330506.859,4330544.589,783.952,782.969,-2.605,-2.788,0.397,-0.008,8.1,0.2,2.816,2.788,0.0,0.013,no,no,,,0.397,8.1,2.816,-0.302,6.2,2.804,PD-18-0 (hermana),PD-21-0,SI,NO,-2.897,0.292,ok,,medido
PD-180-0,PD,180,0,2TTx56,4,NO,NO,658207.73,4332562.164,4332636.792,734.43,736.836,3.224,3.195,,-0.186,,176.7,,3.2,,0.009,no,sí,,,0.695,167.7,3.27,0.353,186.3,3.214,PD-180-0 (hermana),PD-195-0,SI,NO,3.96,-0.736,atencion,,medido
PD-180-1,PD,180,1,2TTx56,4,NO,NO,658213.748,4332562.14,4332636.775,734.409,736.772,3.166,3.195,0.695,0.186,167.7,183.3,3.27,3.2,-0.0,0.01,no,sí,,,0.695,167.7,3.27,0.353,186.3,3.214,PD-180-0 (hermana),PD-195-0,SI,NO,4.115,-0.949,atencion,,medido
PD-181-0,PD,181,0,2TTx42,3,NO,NO,658207.735,4332637.134,4332693.312,736.858,738.566,3.04,3.022,,-1.15,,159.2,,3.233,,0.044,sí,no,,,1.358,155.8,3.313,-0.317,174.0,3.038,PD-181-0 (hermana),PD-197-0,SI,NO,2.849,0.191,ok,,medido
PD-181-1,PD,181,1,2TTx42,3,NO,NO,658213.758,4332637.112,4332693.287,736.786,738.473,3.003,3.022,1.358,-0.743,155.8,166.2,3.313,3.112,0.0,0.079,sí,no,,,1.358,155.8,3.313,-0.317,174.0,3.038,PD-181-0 (hermana),PD-197-0,SI,NO,2.818,0.185,ok,,medido
PD-182-0,PD,182,0,2TTx56,4,NO,NO,658239.073,4331123.592,4331198.131,766.724,762.867,-5.174,-5.093,-1.037,0.974,348.5,349.2,5.198,5.186,0.073,0.046,no,sí,,,-0.166,358.1,5.096,1.456,344.1,5.297,PD-170-1,PD-198-0,NO,NO,-5.344,0.17,ok,,medido
PD-182-1,PD,182,1,2TTx56,4,NO,NO,658245.068,4331123.559,4331198.113,766.729,762.992,-5.012,-5.093,-0.928,0.815,349.7,350.9,5.177,5.158,0.052,0.039,no,sí,,,-0.166,358.1,5.096,1.456,344.1,5.297,PD-170-1,PD-198-0,NO,NO,-5.213,0.201,ok,,medido
PD-183-0,PD,183,0,2TTx56,4,NO,NO,658207.736,4332711.518,4332786.125,739.065,741.264,2.947,2.97,,-0.387,,172.6,,2.995,,0.099,no,sí,,,1.337,155.8,3.257,-0.199,176.2,2.977,PD-183-0 (hermana),PD-199-0,SI,NO,2.91,0.037,ok,,medido
PD-183-1,PD,183,1,2TTx56,4,NO,NO,658213.753,4332711.499,4332786.106,738.967,741.2,2.993,2.97,1.337,-0.173,155.8,176.7,3.257,2.975,0.0,0.131,no,sí,,,1.337,155.8,3.257,-0.199,176.2,2.977,PD-183-0 (hermana),PD-199-0,SI,NO,2.915,0.078,ok,,medido
PD-184-0,PD,184,0,2TTx56,4,NO,NO,658239.124,4331198.595,4331273.136,762.735,759.005,-5.004,-5.025,-1.355,1.636,344.9,342.0,5.204,5.284,0.03,0.037,sí,sí,,,-1.515,343.2,5.248,1.755,340.7,5.322,PD-171-1,PD-200-0,NO,NO,-5.04,0.036,ok,,medido
PD-184-1,PD,184,1,2TTx56,4,NO,NO,658245.133,4331198.481,4331273.021,762.853,759.092,-5.046,-5.025,-1.538,1.634,343.0,342.0,5.255,5.284,0.018,0.036,sí,sí,,,-1.515,343.2,5.248,1.755,340.7,5.322,PD-171-1,PD-200-0,NO,NO,-5.022,-0.024,ok,,medido
PD-185-0,PD,185,0,2TTx28,2,NO,NO,658207.751,4332786.447,4332824.168,741.296,742.25,2.529,2.57,,-0.324,,172.8,,2.59,,0.022,sí,no,,,-0.038,180.9,2.57,0.038,180.9,2.57,PD-185-0 (hermana),PD-185-1 (hermana),SI,SI,2.88,-0.351,ok,,medido
PD-185-1,PD,185,1,2TTx28,2,NO,NO,658213.767,4332786.372,4332824.103,741.281,742.266,2.611,2.57,-0.038,-0.433,180.8,170.4,2.57,2.606,-0.0,0.017,sí,no,,,-0.038,180.9,2.57,0.038,180.9,2.57,PD-185-0 (hermana),PD-185-1 (hermana),SI,SI,2.825,-0.214,ok,,medido
PD-186-0,PD,186,0,2TTx56,4,NO,NO,658239.083,4331273.4,4331347.986,758.844,756.401,-3.275,-3.335,0.069,0.207,1.2,356.4,3.336,3.342,0.03,0.0,sí,no,,,0.28,4.8,3.347,0.207,356.5,3.342,PD-172-1,PD-186-1 (hermana),NO,SI,-3.305,0.03,ok,,medido
PD-186-1,PD,186,1,2TTx56,4,NO,NO,658245.089,4331273.374,4331347.977,758.902,756.369,-3.395,-3.335,0.061,,1.0,,3.336,,0.016,,sí,no,,,0.28,4.8,3.347,0.207,356.5,3.342,PD-172-1,PD-186-1 (hermana),NO,SI,-3.396,0.001,ok,,medido
PD-187-0,PD,187,0,2TTx56,4,NO,NO,658251.115,4330718.55,4330793.196,777.727,776.55,-1.577,-1.589,1.108,-0.759,34.9,25.5,1.938,1.761,0.008,0.065,no,no,,,1.11,34.9,1.938,-0.936,30.5,1.844,PD-187-0 (hermana),PD-204-0,SI,NO,-1.248,-0.329,ok,,medido
PD-187-1,PD,187,1,2TTx56,4,NO,NO,658257.092,4330718.558,4330793.21,777.67,776.474,-1.602,-1.589,1.086,-0.666,34.3,22.7,1.925,1.723,0.012,0.063,no,no,,,1.11,34.9,1.938,-0.936,30.5,1.844,PD-187-0 (hermana),PD-204-0,SI,NO,-1.194,-0.408,ok,,medido
PD-188-0,PD,188,0,2TTx42,3,NO,NO,658251.123,4330818.154,4330874.322,775.898,774.298,-2.849,-2.781,0.285,-0.549,5.9,11.2,2.795,2.834,0.023,0.048,no,no,,,1.176,22.9,3.019,-0.672,13.6,2.861,PD-188-0 (hermana),PD-205-0,SI,NO,-3.126,0.277,ok,,medido
PD-188-1,PD,188,1,2TTx42,3,NO,NO,658257.079,4330818.111,4330874.288,775.791,774.267,-2.713,-2.781,0.625,-0.336,12.7,6.9,2.85,2.801,0.033,0.03,no,no,,,1.176,22.9,3.019,-0.672,13.6,2.861,PD-188-0 (hermana),PD-205-0,SI,NO,-3.009,0.296,ok,,medido
PD-189-0,PD,189,0,2TTx28,2,NO,NO,658263.154,4330272.989,4330310.658,789.853,788.03,-4.84,-4.734,3.384,-2.314,35.6,26.1,5.819,5.269,0.172,0.025,no,sí,,,6.243,52.8,7.835,-2.077,23.7,5.169,PD-177-1,PD-206-0,NO,NO,-4.806,-0.034,ok,,medido
PD-189-1,PD,189,1,2TTx28,2,NO,NO,658269.16,4330272.99,4330310.652,789.664,787.921,-4.628,-4.734,3.506,-2.425,36.5,27.1,5.891,5.319,0.082,0.021,no,sí,,,6.243,52.8,7.835,-2.077,23.7,5.169,PD-177-1,PD-206-0,NO,NO,-4.763,0.135,ok,,medido
PD-19-0,PD,19,0,2TTx42,3,NO,NO,657963.107,4330244.473,4330300.576,791.133,788.353,-4.955,-4.923,0.47,-0.075,5.5,0.9,4.945,4.924,0.025,0.038,no,no,,,0.882,10.2,5.001,-0.019,0.2,4.923,PD-15-1,PD-19-1 (hermana),NO,SI,-5.009,0.054,ok,,medido
PD-19-1,PD,19,1,2TTx42,3,NO,NO,657969.1,4330244.428,4330300.534,791.116,788.372,-4.891,-4.923,0.255,0.14,3.0,358.4,4.93,4.925,0.018,0.043,no,no,,,0.882,10.2,5.001,-0.019,0.2,4.923,PD-15-1,PD-19-1 (hermana),NO,SI,-5.015,0.124,ok,,medido
PD-190-0,PD,190,0,2TTx42,3,NO,NO,658263.132,4330311.043,4330367.177,787.979,785.082,-5.161,-5.145,1.152,-2.23,12.6,23.4,5.272,5.607,0.082,0.047,sí,no,,,2.035,21.6,5.533,-1.617,17.4,5.393,PD-177-1,PD-190-1 (hermana),NO,SI,-5.533,0.372,ok,,medido
PD-190-1,PD,190,1,2TTx42,3,NO,NO,658269.137,4330311.004,4330367.154,787.875,784.995,-5.129,-5.145,1.626,-2.393,17.5,24.9,5.396,5.674,0.024,0.039,sí,no,,,2.035,21.6,5.533,-1.617,17.4,5.393,PD-177-1,PD-190-1 (hermana),NO,SI,-5.367,0.238,ok,,medido
PD-191-0,PD,191,0,2TTx42,3,NO,NO,658251.112,4330907.039,4330963.24,773.199,772.314,-1.575,-1.612,2.349,-2.341,55.5,55.4,2.849,2.842,0.0,0.038,no,no,,,2.44,56.5,2.924,-2.44,56.5,2.924,PD-191-0 (hermana),PD-191-1 (hermana),SI,SI,-1.715,0.14,ok,,medido
PD-191-1,PD,191,1,2TTx42,3,NO,NO,658257.103,4330907.034,4330963.223,773.074,772.147,-1.65,-1.612,2.44,-2.211,56.5,53.9,2.925,2.736,0.0,0.031,no,no,,,2.44,56.5,2.924,-2.44,56.5,2.924,PD-191-0 (hermana),PD-191-1 (hermana),SI,SI,-1.719,0.069,ok,,medido
PD-192-0,PD,192,0,2TTx56,4,NO,NO,658226.052,4332164.805,4332239.476,739.225,737.57,-2.216,-2.189,0.756,-0.995,19.0,24.4,2.316,2.405,0.143,0.101,no,sí,,,2.103,43.8,3.035,0.932,336.9,2.379,PD-178-1,PD-209-0,NO,NO,-2.266,0.05,ok,,medido
PD-192-1,PD,192,1,2TTx56,4,NO,NO,658232.036,4332164.771,4332239.455,739.116,737.501,-2.162,-2.189,1.399,-0.95,32.6,23.5,2.598,2.387,0.072,0.112,no,sí,,,2.103,43.8,3.035,0.932,336.9,2.379,PD-178-1,PD-209-0,NO,NO,-2.168,0.006,ok,,medido
PD-193-0,PD,193,0,2TTx56,4,NO,NO,658251.053,4330992.772,4331067.37,771.622,769.093,-3.39,-3.427,0.263,-1.276,4.4,20.4,3.437,3.657,-0.0,0.084,no,sí,,,0.429,7.1,3.454,-0.429,7.1,3.454,PD-193-0 (hermana),PD-193-1 (hermana),SI,SI,-3.243,-0.147,ok,,medido
PD-193-1,PD,193,1,2TTx56,4,NO,NO,658257.074,4330992.736,4331067.33,771.625,769.041,-3.464,-3.427,0.429,-1.855,7.1,28.4,3.454,3.897,0.0,0.103,no,sí,,,0.429,7.1,3.454,-0.429,7.1,3.454,PD-193-0 (hermana),PD-193-1 (hermana),SI,SI,-3.231,-0.233,ok,,medido
PD-194-0,PD,194,0,2TTx56,4,NO,NO,658226.039,4332239.743,4332314.43,737.572,735.395,-2.915,-2.907,0.897,-1.056,17.2,20.0,3.042,3.092,0.037,0.043,sí,no,,,1.29,23.9,3.18,-1.095,20.6,3.106,PD-179-1,PD-194-1 (hermana),NO,SI,-2.871,-0.044,ok,,medido
PD-194-1,PD,194,1,2TTx56,4,NO,NO,658232.025,4332239.717,4332314.384,737.501,735.337,-2.898,-2.907,1.077,-1.051,20.3,19.9,3.1,3.091,0.016,0.04,sí,no,,,1.29,23.9,3.18,-1.095,20.6,3.106,PD-179-1,PD-194-1 (hermana),NO,SI,-2.879,-0.019,ok,,medido
PD-195-0,PD,195,0,2TTx56,4,NO,NO,658219.796,4332562.184,4332636.838,734.474,736.753,3.053,3.003,0.065,-0.069,178.8,178.7,3.004,3.004,0.013,0.0,no,sí,,,0.069,178.7,3.004,-0.069,178.7,3.004,PD-195-0 (hermana),PD-195-1 (hermana),SI,SI,4.126,-1.073,revisar,,medido
PD-195-1,PD,195,1,2TTx56,4,NO,NO,658225.775,4332562.083,4332636.713,734.504,736.708,2.953,3.003,0.051,,179.0,,3.003,,0.015,,no,sí,,,0.069,178.7,3.004,-0.069,178.7,3.004,PD-195-0 (hermana),PD-195-1 (hermana),SI,SI,4.027,-1.074,revisar,,medido
PD-196-0,PD,196,0,2TTx28,2,NO,NO,658251.057,4331067.616,4331105.31,769.141,767.641,-3.979,-3.784,-0.014,-0.418,359.8,6.3,3.784,3.807,0.013,0.036,sí,no,,,-0.175,357.4,3.788,0.175,357.4,3.788,PD-196-0 (hermana),PD-196-1 (hermana),SI,SI,-3.827,-0.152,ok,,medido
PD-196-1,PD,196,1,2TTx28,2,NO,NO,658257.076,4331067.586,4331105.288,769.079,767.726,-3.589,-3.784,-0.078,-0.851,358.8,12.7,3.785,3.879,0.007,0.032,sí,no,,,-0.175,357.4,3.788,0.175,357.4,3.788,PD-196-0 (hermana),PD-196-1 (hermana),SI,SI,-4.567,0.978,atencion,,medido
PD-197-0,PD,197,0,2TTx42,3,NO,NO,658219.823,4332637.126,4332693.321,736.787,738.435,2.933,2.929,0.731,-0.612,166.0,168.2,3.019,2.992,0.013,0.082,sí,no,,,1.051,160.3,3.112,-1.051,160.3,3.112,PD-197-0 (hermana),PD-197-1 (hermana),SI,SI,2.738,0.195,ok,,medido
PD-197-1,PD,197,1,2TTx42,3,NO,NO,658225.788,4332637.084,4332693.275,736.725,738.369,2.926,2.929,0.852,-0.391,163.8,172.4,3.051,2.955,0.012,0.056,sí,no,,,1.051,160.3,3.112,-1.051,160.3,3.112,PD-197-0 (hermana),PD-197-1 (hermana),SI,SI,2.791,0.135,ok,,medido
PD-198-0,PD,198,0,2TTx56,4,NO,NO,658251.05,4331123.568,4331198.127,766.819,763.075,-5.022,-5.077,-0.934,0.572,349.6,353.6,5.163,5.109,0.022,0.03,no,sí,,,-0.437,355.1,5.096,1.509,343.4,5.297,PD-198-0 (hermana),PD-216-0,SI,NO,-5.102,0.08,ok,,medido
PD-198-1,PD,198,1,2TTx56,4,NO,NO,658257.043,4331123.525,4331198.079,766.889,763.062,-5.133,-5.077,-0.851,0.758,350.5,351.5,5.148,5.134,0.025,0.045,no,sí,,,-0.437,355.1,5.096,1.509,343.4,5.297,PD-198-0 (hermana),PD-216-0,SI,NO,-5.034,-0.099,ok,,medido
PD-199-0,PD,199,0,2TTx56,4,NO,NO,658219.754,4332711.5,4332786.101,738.918,741.225,3.092,2.924,0.655,-0.196,167.4,176.2,2.997,2.931,0.014,0.134,no,sí,,,0.199,176.1,2.931,2.036,214.8,3.563,PD-183-1,PD-199-1 (hermana),NO,SI,2.945,0.147,ok,,medido
PD-199-1,PD,199,1,2TTx56,4,NO,NO,658225.739,4332711.273,4332786.055,739.159,741.22,2.756,2.924,-0.511,-0.66,189.9,167.3,2.969,2.998,0.063,0.084,no,sí,,,0.199,176.1,2.931,2.036,214.8,3.563,PD-183-1,PD-199-1 (hermana),NO,SI,2.962,-0.206,ok,,medido
PD-2-0,PD,2,0,2TTx42,3,NO,NO,657855.107,4330387.279,4330443.4,788.069,785.455,-4.658,-4.461,4.649,-2.573,46.2,30.0,6.443,5.15,0.018,0.062,no,no,,,4.057,42.3,6.03,-2.77,31.8,5.251,PD-1-1,PD-2-1 (hermana),NO,SI,-4.871,0.213,ok,,medido
PD-2-1,PD,2,1,2TTx42,3,NO,NO,657861.098,4330387.243,4330443.391,787.794,785.4,-4.264,-4.461,3.815,-2.382,40.5,28.1,5.87,5.057,0.054,0.251,no,no,,,4.057,42.3,6.03,-2.77,31.8,5.251,PD-1-1,PD-2-1 (hermana),NO,SI,-4.479,0.215,ok,,medido
PD-20-0,PD,20,0,2TTx56,4,NO,SI,657963.146,4330333.56,4330408.165,786.388,784.318,-2.775,-2.695,1.304,-2.497,25.8,42.8,2.994,3.674,0.039,0.048,no,no,,,2.155,38.6,3.451,-2.155,38.6,3.451,PD-20-0 (hermana),PD-20-1 (hermana),SI,SI,-2.619,-0.156,ok,,ARTICULADA en plano SIN cota de motor medida
PD-20-1,PD,20,1,2TTx56,4,NO,SI,657969.153,4330333.54,4330408.152,786.2,784.248,-2.616,-2.695,1.513,-2.51,29.3,43.0,3.091,3.683,0.039,0.043,no,no,,,2.155,38.6,3.451,-2.155,38.6,3.451,PD-20-0 (hermana),PD-20-1 (hermana),SI,SI,-2.656,0.04,ok,,ARTICULADA en plano SIN cota de motor medida
PD-200-0,PD,200,0,2TTx56,4,NO,NO,658251.077,4331198.443,4331272.971,762.905,759.253,-4.9,-4.954,-1.666,1.67,341.4,341.4,5.226,5.228,0.007,0.037,sí,no,,,-0.823,350.6,5.022,2.978,329.0,5.78,PD-200-0 (hermana),PD-216-0,SI,NO,-5.063,0.163,ok,,medido
PD-200-1,PD,200,1,2TTx56,4,NO,NO,658257.079,4331198.469,4331273.002,762.993,759.261,-5.007,-4.954,-1.436,2.151,343.8,336.5,5.158,5.401,0.037,0.05,sí,no,,,-0.823,350.6,5.022,2.978,329.0,5.78,PD-200-0 (hermana),PD-216-0,SI,NO,-5.097,0.09,ok,,medido
PD-201-0,PD,201,0,2TTx28,2,NO,NO,658263.062,4330646.509,4330684.259,778.901,778.334,-1.502,-1.435,0.188,-0.601,7.5,22.7,1.447,1.555,0.0,0.028,no,no,,,0.15,6.0,1.442,-0.15,6.0,1.442,PD-201-0 (hermana),PD-201-1 (hermana),SI,SI,-1.617,0.115,ok,,medido
PD-201-1,PD,201,1,2TTx28,2,NO,NO,658269.107,4330646.544,4330684.282,778.866,778.35,-1.367,-1.435,0.15,-0.871,6.0,31.3,1.442,1.678,0.0,0.033,no,no,,,0.15,6.0,1.442,-0.15,6.0,1.442,PD-201-0 (hermana),PD-201-1 (hermana),SI,SI,-1.514,0.147,ok,,medido
PD-202-0,PD,202,0,2TTx56,4,NO,NO,658219.725,4332786.472,4332861.088,741.227,743.292,2.768,2.741,0.256,-0.225,174.7,175.3,2.753,2.75,0.012,0.036,sí,sí,,,0.498,169.7,2.785,-0.179,176.3,2.746,PD-202-0 (hermana),PD-218-0,SI,NO,2.939,-0.171,ok,,medido
PD-202-1,PD,202,1,2TTx56,4,NO,NO,658225.753,4332786.397,4332861.019,741.215,743.24,2.714,2.741,0.308,0.025,173.6,180.5,2.758,2.741,0.011,0.033,sí,sí,,,0.498,169.7,2.785,-0.179,176.3,2.746,PD-202-0 (hermana),PD-218-0,SI,NO,2.937,-0.223,ok,,medido
PD-203-0,PD,203,0,2TTx56,4,NO,NO,658219.735,4332861.377,4332935.992,743.351,745.432,2.789,2.722,,-0.559,,168.4,,2.779,,0.006,sí,no,,,1.242,155.5,2.992,0.219,184.6,2.731,PD-203-0 (hermana),PD-219-0,SI,NO,2.735,0.054,ok,,medido
PD-203-1,PD,203,1,2TTx56,4,NO,NO,658225.763,4332861.31,4332935.939,743.324,745.306,2.656,2.722,1.242,-0.352,155.5,172.6,2.992,2.745,0.0,0.034,sí,no,,,1.242,155.5,2.992,0.219,184.6,2.731,PD-203-0 (hermana),PD-219-0,SI,NO,2.677,-0.021,ok,,medido
PD-204-0,PD,204,0,2TTx56,4,NO,NO,658263.128,4330718.55,4330793.22,777.606,776.425,-1.582,-1.517,1.033,-0.455,34.2,16.7,1.836,1.584,0.016,0.042,no,no,,,1.051,34.7,1.846,-0.327,12.2,1.552,PD-204-0 (hermana),PD-220-0,SI,NO,-1.173,-0.409,ok,,medido
PD-204-1,PD,204,1,2TTx56,4,NO,NO,658269.141,4330718.472,4330793.14,777.496,776.411,-1.453,-1.517,0.989,-0.259,33.1,9.7,1.811,1.539,0.008,0.054,no,no,,,1.051,34.7,1.846,-0.327,12.2,1.552,PD-204-0 (hermana),PD-220-0,SI,NO,-1.253,-0.2,ok,,medido
PD-205-0,PD,205,0,2TTx28,2,NO,NO,658263.105,4330833.586,4330871.309,775.344,774.294,-2.783,-2.898,0.543,-0.313,10.6,6.2,2.948,2.915,0.037,0.037,no,no,,,0.672,13.1,2.975,-0.247,4.9,2.909,PD-188-1,PD-221-0,NO,NO,-3.018,0.235,ok,,medido
PD-205-1,PD,205,1,2TTx28,2,NO,NO,658269.108,4330833.597,4330871.338,775.358,774.221,-3.013,-2.898,0.49,-0.29,9.6,5.7,2.939,2.913,0.043,0.041,no,no,,,0.672,13.1,2.975,-0.247,4.9,2.909,PD-188-1,PD-221-0,NO,NO,-2.945,-0.068,ok,,medido
PD-206-0,PD,206,0,2TTx56,4,NO,NO,658275.104,4330292.63,4330367.184,788.692,784.742,-5.298,-5.265,2.329,-1.986,23.9,20.7,5.757,5.627,0.065,0.051,no,no,,,3.418,33.0,6.277,-0.573,6.2,5.296,PD-190-1,PD-223-0,NO,NO,-5.21,-0.088,ok,,medido
PD-206-1,PD,206,1,2TTx56,4,NO,NO,658281.209,4330292.629,4330367.201,788.507,784.606,-5.231,-5.265,2.576,-2.188,26.1,22.6,5.861,5.701,0.047,0.096,no,no,,,3.418,33.0,6.277,-0.573,6.2,5.296,PD-190-1,PD-223-0,NO,NO,-5.213,-0.018,ok,,medido
PD-207-0,PD,207,0,2TTx42,3,NO,NO,658263.086,4330904.068,4330960.237,773.044,771.889,-2.056,-2.008,2.965,-1.817,55.9,42.1,3.581,2.708,0.022,0.035,no,no,,,3.328,58.9,3.887,-1.486,36.5,2.498,PD-191-1,PD-222-0,NO,NO,-1.902,-0.154,ok,,medido
PD-207-1,PD,207,1,2TTx42,3,NO,NO,658269.08,4330903.996,4330960.167,772.926,771.825,-1.96,-2.008,2.358,-1.825,49.6,42.3,3.097,2.714,0.011,0.025,no,no,,,3.328,58.9,3.887,-1.486,36.5,2.498,PD-191-1,PD-222-0,NO,NO,-2.023,0.063,ok,,medido
PD-208-0,PD,208,0,2TTx56,4,NO,NO,658238.002,4332151.113,4332225.801,739.059,737.868,-1.595,-1.598,1.787,-0.905,48.2,29.5,2.397,1.837,0.008,0.027,no,sí,,,1.702,46.8,2.335,-0.573,19.7,1.698,PD-192-1,PD-224-0,NO,NO,-1.844,0.249,ok,,medido
PD-208-1,PD,208,1,2TTx56,4,NO,NO,658243.998,4332151.132,4332225.81,739.014,737.818,-1.602,-1.598,1.513,-1.004,43.4,32.1,2.201,1.887,0.031,0.026,no,sí,,,1.702,46.8,2.335,-0.573,19.7,1.698,PD-192-1,PD-224-0,NO,NO,-1.749,0.147,ok,,medido
PD-209-0,PD,209,0,2TTx56,4,NO,NO,658237.971,4332226.069,4332300.739,737.908,735.599,-3.092,-3.045,0.882,-0.894,16.2,16.4,3.17,3.174,0.088,0.027,sí,sí,,,1.249,22.3,3.291,-0.786,14.5,3.145,PD-194-1,PD-225-0,NO,NO,-2.905,-0.187,ok,,medido
PD-209-1,PD,209,1,2TTx56,4,NO,NO,658244.009,4332226.1,4332300.757,737.801,735.563,-2.998,-3.045,1.062,-0.701,19.2,13.0,3.225,3.125,0.047,0.009,sí,sí,,,1.249,22.3,3.291,-0.786,14.5,3.145,PD-194-1,PD-225-0,NO,NO,-2.835,-0.163,ok,,medido
