id,X,Y,Z,rc,assigned,tracker_idx,row_side,Tracker_ID,NCU,GW,TCU,PS,NCU_ACCIONA,GRUPO,Tracker_Xref,Tracker_Yref,dx_ref,dy_ref,mesa,m_side,corner
7188,201278.202,8162290.766,1576.987,538.0,True,269.0,E,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,0.022,-37.266,2,S,SE
7189,201272.046,8162290.913,1576.781,539.0,True,269.0,W,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,-6.133,-37.119,2,S,SW
7190,201278.191,8162327.42,1577.044,538.0,True,269.0,E,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,0.011,-0.612,2,N,NE
7191,201278.21,8162328.51,1577.036,538.0,True,269.0,E,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,0.03,0.478,1,S,SE
7192,201272.053,8162328.69,1577.057,539.0,True,269.0,W,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,-6.126,0.658,1,S,SW
7193,201272.016,8162327.621,1577.019,539.0,True,269.0,W,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,-6.163,-0.411,2,N,NW
7194,201278.198,8162365.177,1576.337,538.0,True,269.0,E,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,0.019,37.145,1,N,NE
7195,201278.225,8162365.858,1576.102,492.0,True,246.0,E,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,0.046,-37.28,2,S,SE
7196,201272.06,8162365.408,1575.935,539.0,True,269.0,W,TR-02_1-032,3.0,1.0,32.0,02_1,MU-02_1-18,3.0,201278.1795,8162328.032,-6.12,37.376,1,N,NW
7197,201272.07,8162366.0,1575.866,493.0,True,246.0,W,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,-6.109,-37.138,2,S,SW
7198,201278.189,8162402.559,1575.38,492.0,True,246.0,E,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,0.01,-0.579,2,N,NE
7199,201278.162,8162403.535,1575.38,492.0,True,246.0,E,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,-0.017,0.397,1,S,SE
7200,201272.038,8162403.717,1575.258,493.0,True,246.0,W,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,-6.141,0.579,1,S,SW
7201,201272.021,8162402.714,1575.191,493.0,True,246.0,W,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,-6.158,-0.424,2,N,NW
7202,201278.214,8162440.248,1576.601,492.0,True,246.0,E,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,0.035,37.11,1,N,NE
7203,201271.973,8162440.39,1576.771,493.0,True,246.0,W,TR-02_1-009,3.0,1.0,9.0,02_1,MU-02_1-18,3.0,201278.1795,8162403.138,-6.207,37.252,1,N,NW
7204,201265.789,8162440.21,1576.976,490.0,True,245.0,E,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,0.005,37.072,1,N,NE
7205,201259.621,8162440.351,1577.002,491.0,True,245.0,W,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,-6.162,37.213,1,N,NW
7206,201259.589,8162403.676,1575.195,491.0,True,245.0,W,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,-6.194,0.538,1,S,SW
7207,201259.608,8162402.69,1575.13,491.0,True,245.0,W,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,-6.175,-0.448,2,N,NW
7208,201265.814,8162402.563,1575.031,490.0,True,245.0,E,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,0.031,-0.575,2,N,NE
7209,201265.825,8162403.547,1575.054,490.0,True,245.0,E,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,0.042,0.409,1,S,SE
7210,201259.622,8162365.298,1575.696,537.0,True,268.0,W,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-6.161,37.266,1,N,NW
7211,201259.612,8162365.962,1575.806,491.0,True,245.0,W,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,-6.171,-37.176,2,S,SW
7212,201265.853,8162365.854,1575.888,490.0,True,245.0,E,TR-02_1-008,3.0,1.0,8.0,02_1,MU-02_1-18,3.0,201265.7835,8162403.138,0.07,-37.284,2,S,SE
7213,201265.806,8162365.162,1575.829,536.0,True,268.0,E,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,0.023,37.13,1,N,NE
7214,201265.789,8162328.494,1576.911,536.0,True,268.0,E,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,0.005,0.462,1,S,SE
7215,201265.752,8162327.445,1576.946,536.0,True,268.0,E,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-0.031,-0.587,2,N,NE
7216,201259.683,8162327.639,1576.73,537.0,True,268.0,W,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-6.101,-0.393,2,N,NW
7217,201259.584,8162328.557,1576.735,537.0,True,268.0,W,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-6.199,0.525,1,S,SW
7218,201265.773,8162290.706,1576.655,536.0,True,268.0,E,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-0.011,-37.326,2,S,SE
7219,201259.605,8162290.842,1576.549,537.0,True,268.0,W,TR-02_1-031,3.0,1.0,31.0,02_1,MU-02_1-18,3.0,201265.7835,8162328.032,-6.178,-37.19,2,S,SW
7220,201253.434,8162290.76,1576.274,534.0,True,267.0,E,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,0.046,-37.272,2,S,SE
7221,201247.218,8162290.936,1576.019,535.0,True,267.0,W,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,-6.17,-37.096,2,S,SW
7222,201253.419,8162327.489,1576.764,534.0,True,267.0,E,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,0.031,-0.543,2,N,NE
7223,201253.38,8162328.509,1576.726,534.0,True,267.0,E,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,-0.008,0.477,1,S,SE
7224,201247.335,8162328.56,1576.473,535.0,True,267.0,W,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,-6.053,0.528,1,S,SW
7225,201247.234,8162327.847,1576.573,535.0,True,267.0,W,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,-6.154,-0.185,2,N,NW
7226,201247.173,8162366.022,1575.41,489.0,True,244.0,W,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,-6.215,-37.116,2,S,SW
7227,201247.196,8162365.348,1575.261,535.0,True,267.0,W,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,-6.192,37.316,1,N,NW
7228,201253.45,8162365.879,1575.491,488.0,True,244.0,E,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,0.062,-37.259,2,S,SE
7229,201253.416,8162365.178,1575.375,534.0,True,267.0,E,TR-02_1-030,3.0,1.0,30.0,02_1,MU-02_1-18,2.0,201253.3875,8162328.032,0.028,37.146,1,N,NE
7230,201253.41,8162402.573,1574.901,488.0,True,244.0,E,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,0.022,-0.565,2,N,NE
7231,201253.357,8162403.564,1574.906,488.0,True,244.0,E,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,-0.031,0.426,1,S,SE
7232,201247.247,8162403.776,1574.671,489.0,True,244.0,W,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,-6.141,0.638,1,S,SW
7233,201247.212,8162402.66,1574.612,489.0,True,244.0,W,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,-6.176,-0.478,2,N,NW
7234,201253.413,8162440.233,1576.888,488.0,True,244.0,E,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,0.025,37.095,1,N,NE
7235,201247.233,8162440.374,1576.658,489.0,True,244.0,W,TR-02_1-007,3.0,1.0,7.0,02_1,MU-02_1-18,2.0,201253.3875,8162403.138,-6.155,37.236,1,N,NW
7236,201241.086,8162440.243,1576.59,486.0,True,243.0,E,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,0.095,37.105,1,N,NE
7237,201234.8,8162440.367,1576.398,487.0,True,243.0,W,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-6.192,37.229,1,N,NW
7238,201240.989,8162402.515,1574.558,486.0,True,243.0,E,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-0.003,-0.623,2,N,NE
7239,201240.961,8162403.583,1574.572,486.0,True,243.0,E,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-0.03,0.445,1,S,SE
7240,201234.887,8162403.765,1574.499,487.0,True,243.0,W,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-6.105,0.627,1,S,SW
7241,201234.865,8162402.732,1574.433,487.0,True,243.0,W,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-6.127,-0.406,2,N,NW
7242,201240.992,8162365.206,1575.282,532.0,True,266.0,E,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,0.0,37.174,1,N,NE
7243,201241.019,8162365.813,1575.165,486.0,True,243.0,E,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,0.027,-37.325,2,S,SE
7244,201234.812,8162365.274,1575.182,533.0,True,266.0,W,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-6.179,37.242,1,N,NW
7245,201234.83,8162365.977,1575.226,487.0,True,243.0,W,TR-02_1-006,3.0,1.0,6.0,02_1,MU-02_1-18,2.0,201240.9915,8162403.138,-6.162,-37.161,2,S,SW
7246,201240.987,8162327.505,1576.385,532.0,True,266.0,E,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-0.005,-0.527,2,N,NE
7247,201240.957,8162328.501,1576.366,532.0,True,266.0,E,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-0.035,0.469,1,S,SE
7248,201234.803,8162328.577,1576.269,533.0,True,266.0,W,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-6.188,0.545,1,S,SW
7249,201234.824,8162327.636,1576.259,533.0,True,266.0,W,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-6.168,-0.396,2,N,NW
7250,201241.03,8162290.794,1575.879,532.0,True,266.0,E,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,0.038,-37.238,2,S,SE
7251,201234.789,8162290.863,1575.867,533.0,True,266.0,W,TR-02_1-029,3.0,1.0,29.0,02_1,MU-02_1-18,2.0,201240.9915,8162328.032,-6.203,-37.169,2,S,SW
7252,201228.622,8162290.73,1575.619,530.0,True,265.0,E,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,0.027,-37.302,2,S,SE
7253,201222.409,8162290.913,1575.601,531.0,True,265.0,W,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-6.186,-37.119,2,S,SW
7254,201222.36,8162327.575,1575.968,531.0,True,265.0,W,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-6.236,-0.457,2,N,NW
7255,201222.365,8162328.55,1575.979,531.0,True,265.0,W,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-6.231,0.518,1,S,SW
7256,201228.438,8162327.546,1576.033,530.0,True,265.0,E,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-0.158,-0.486,2,N,NE
7257,201228.46,8162328.429,1576.035,530.0,True,265.0,E,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-0.136,0.397,1,S,SE
7258,201228.599,8162365.188,1575.318,530.0,True,265.0,E,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,0.003,37.156,1,N,NE
7259,201228.636,8162365.83,1575.364,484.0,True,242.0,E,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,0.041,-37.308,2,S,SE
7260,201222.46,8162365.425,1575.293,531.0,True,265.0,W,TR-02_1-028,3.0,1.0,28.0,02_1,MU-02_1-18,2.0,201228.5955,8162328.032,-6.136,37.393,1,N,NW
7261,201222.439,8162366.014,1575.337,485.0,True,242.0,W,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-6.156,-37.124,2,S,SW
7262,201222.415,8162402.767,1574.115,485.0,True,242.0,W,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-6.18,-0.371,2,N,NW
7263,201222.495,8162403.632,1574.097,485.0,True,242.0,W,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-6.101,0.494,1,S,SW
7264,201228.57,8162402.581,1574.327,484.0,True,242.0,E,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-0.025,-0.557,2,N,NE
7265,201228.608,8162403.582,1574.337,484.0,True,242.0,E,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,0.013,0.444,1,S,SE
7266,201228.514,8162440.147,1576.412,484.0,True,242.0,E,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-0.082,37.009,1,N,NE
7267,201222.462,8162440.396,1576.183,485.0,True,242.0,W,TR-02_1-005,3.0,1.0,5.0,02_1,MU-02_1-18,2.0,201228.5955,8162403.138,-6.133,37.258,1,N,NW
7268,201216.259,8162440.218,1576.28,482.0,True,241.0,E,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,0.06,37.08,1,N,NE
7269,201210.027,8162440.361,1575.95,483.0,True,241.0,W,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-6.172,37.223,1,N,NW
7270,201210.052,8162403.678,1573.941,483.0,True,241.0,W,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-6.147,0.54,1,S,SW
7271,201210.011,8162402.679,1573.908,483.0,True,241.0,W,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-6.188,-0.459,2,N,NW
7272,201216.199,8162402.56,1574.024,482.0,True,241.0,E,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-0.0,-0.578,2,N,NE
7273,201216.18,8162403.546,1573.977,482.0,True,241.0,E,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-0.019,0.408,1,S,SE
7274,201210.051,8162365.378,1574.994,529.0,True,264.0,W,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-6.148,37.346,1,N,NW
7275,201210.038,8162365.979,1575.012,483.0,True,241.0,W,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-6.161,-37.159,2,S,SW
7276,201216.128,8162365.693,1574.874,482.0,True,241.0,E,TR-02_1-004,3.0,1.0,4.0,02_1,MU-02_1-18,1.0,201216.1995,8162403.138,-0.071,-37.445,2,S,SE
7277,201216.222,8162365.16,1575.147,528.0,True,264.0,E,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,0.023,37.128,1,N,NE
7278,201216.153,8162328.472,1575.809,528.0,True,264.0,E,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-0.046,0.44,1,S,SE
7279,201216.174,8162327.472,1575.833,528.0,True,264.0,E,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-0.025,-0.56,2,N,NE
7280,201210.01,8162328.58,1575.768,529.0,True,264.0,W,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-6.189,0.548,1,S,SW
7281,201210.005,8162327.604,1575.727,529.0,True,264.0,W,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-6.194,-0.428,2,N,NW
7282,201209.994,8162290.833,1575.304,529.0,True,264.0,W,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,-6.205,-37.199,2,S,SW
7283,201216.219,8162290.715,1575.582,528.0,True,264.0,E,TR-02_1-027,3.0,1.0,27.0,02_1,MU-02_1-18,1.0,201216.1995,8162328.032,0.02,-37.317,2,S,SE
7284,201203.823,8162290.814,1574.996,526.0,True,263.0,E,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,0.019,-37.218,2,S,SE
7285,201197.612,8162290.849,1574.789,527.0,True,263.0,W,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,-6.192,-37.183,2,S,SW
7286,201203.828,8162327.553,1575.501,526.0,True,263.0,E,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,0.024,-0.479,2,N,NE
7287,201203.78,8162328.483,1575.475,526.0,True,263.0,E,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,-0.024,0.451,1,S,SE
7288,201197.974,8162328.906,1575.369,527.0,True,263.0,W,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,-5.83,0.874,1,S,SW
7289,201197.659,8162327.598,1575.457,527.0,True,263.0,W,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,-6.144,-0.434,2,N,NW
7290,201197.667,8162365.904,1574.552,481.0,True,240.0,W,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,-6.137,-37.234,2,S,SW
7291,201197.618,8162365.29,1574.815,527.0,True,263.0,W,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,-6.186,37.258,1,N,NW
7292,201203.864,8162365.832,1574.889,480.0,True,240.0,E,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,0.06,-37.306,2,S,SE
7293,201203.863,8162365.248,1575.146,526.0,True,263.0,E,TR-02_1-026,3.0,1.0,26.0,02_1,MU-02_1-18,1.0,201203.8035,8162328.032,0.06,37.216,1,N,NE
7294,201203.838,8162402.557,1573.951,480.0,True,240.0,E,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,0.034,-0.581,2,N,NE
7295,201203.733,8162403.547,1573.918,480.0,True,240.0,E,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,-0.071,0.409,1,S,SE
7296,201197.715,8162403.711,1573.877,481.0,True,240.0,W,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,-6.089,0.573,1,S,SW
7297,201197.704,8162402.879,1573.893,481.0,True,240.0,W,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,-6.1,-0.259,2,N,NW
7298,201197.647,8162440.354,1575.376,481.0,True,240.0,W,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,-6.157,37.216,1,N,NW
7299,201203.848,8162440.222,1575.648,480.0,True,240.0,E,TR-02_1-003,3.0,1.0,3.0,02_1,MU-02_1-18,1.0,201203.8035,8162403.138,0.044,37.084,1,N,NE
7300,201886.416,8161926.999,1595.384,162.0,True,81.0,E,TR-01_1-082,1.0,2.0,82.0,01_1,MU-01_1-21,8.0,201886.3715,8161889.8489,0.044,37.15,1,N,NE
7301,201886.389,8161890.257,1595.524,162.0,True,81.0,E,TR-01_1-082,1.0,2.0,82.0,01_1,MU-01_1-21,8.0,201886.3715,8161889.8489,0.017,0.408,1,S,SE
7302,201886.389,8161889.303,1595.53,162.0,True,81.0,E,TR-01_1-082,1.0,2.0,82.0,01_1,MU-01_1-21,8.0,201886.3715,8161889.8489,0.017,-0.546,2,N,NE
7303,201886.433,8161851.934,1595.951,190.0,True,95.0,E,TR-01_1-096,1.0,2.0,96.0,01_1,MU-01_1-21,8.0,201886.3715,8161814.7429,0.061,37.191,1,N,NE
7304,201886.376,8161815.216,1596.131,190.0,True,95.0,E,TR-01_1-096,1.0,2.0,96.0,01_1,MU-01_1-21,8.0,201886.3715,8161814.7429,0.004,0.473,1,S,SE
7305,201886.384,8161814.248,1596.134,190.0,True,95.0,E,TR-01_1-096,1.0,2.0,96.0,01_1,MU-01_1-21,8.0,201886.3715,8161814.7429,0.012,-0.495,2,N,NE
7306,201886.388,8161777.507,1596.739,190.0,True,95.0,E,TR-01_1-096,1.0,2.0,96.0,01_1,MU-01_1-21,8.0,201886.3715,8161814.7429,0.016,-37.236,2,S,SE
7307,201892.572,8161777.634,1596.889,193.0,True,96.0,W,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-6.196,-37.109,2,S,SW
7308,201898.753,8161777.669,1596.917,192.0,True,96.0,E,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-0.014,-37.074,2,S,SE
7309,201898.779,8161814.418,1596.616,192.0,True,96.0,E,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,0.012,-0.325,2,N,NE
7310,201898.778,8161815.263,1596.611,192.0,True,96.0,E,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,0.011,0.52,1,S,SE
7311,201892.575,8161814.386,1596.376,193.0,True,96.0,W,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-6.192,-0.357,2,N,NW
7312,201892.567,8161815.362,1596.364,193.0,True,96.0,W,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-6.2,0.619,1,S,SW
7313,201892.608,8161852.719,1595.893,165.0,True,82.0,W,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,-6.159,-37.13,2,S,SW
7314,201892.611,8161852.126,1595.994,193.0,True,96.0,W,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-6.156,37.383,1,N,NW
7315,201898.764,8161851.98,1596.304,192.0,True,96.0,E,TR-01_1-097,1.0,2.0,97.0,01_1,MU-01_1-21,8.0,201898.7675,8161814.7429,-0.003,37.237,1,N,NE
7316,201898.795,8161852.576,1596.35,164.0,True,82.0,E,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,0.028,-37.273,2,S,SE
7317,201886.419,8161852.55,1595.757,162.0,True,81.0,E,TR-01_1-082,1.0,2.0,82.0,01_1,MU-01_1-21,8.0,201886.3715,8161889.8489,0.047,-37.299,2,S,SE
7318,201898.778,8161889.329,1595.932,164.0,True,82.0,E,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,0.011,-0.52,2,N,NE
7319,201898.774,8161890.243,1595.928,164.0,True,82.0,E,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,0.007,0.394,1,S,SE
7320,201892.572,8161889.527,1595.757,165.0,True,82.0,W,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,-6.196,-0.322,2,N,NW
7321,201892.567,8161890.383,1595.751,165.0,True,82.0,W,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,-6.2,0.534,1,S,SW
7322,201892.61,8161927.157,1595.456,165.0,True,82.0,W,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,-6.158,37.308,1,N,NW
7323,201898.771,8161927.005,1595.557,164.0,True,82.0,E,TR-01_1-083,1.0,2.0,83.0,01_1,MU-01_1-21,8.0,201898.7675,8161889.8489,0.004,37.156,1,N,NE
7324,201904.988,8161927.131,1595.71,167.0,True,83.0,W,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,-6.175,37.282,1,N,NW
7325,201911.182,8161927.06,1595.886,166.0,True,83.0,E,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,0.019,37.211,1,N,NE
7326,201905.007,8161890.391,1596.175,167.0,True,83.0,W,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,-6.156,0.542,1,S,SW
7327,201905.003,8161889.461,1596.179,167.0,True,83.0,W,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,-6.16,-0.388,2,N,NW
7328,201911.183,8161889.414,1596.434,166.0,True,83.0,E,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,0.019,-0.435,2,N,NE
7329,201911.176,8161890.285,1596.428,166.0,True,83.0,E,TR-01_1-084,1.0,2.0,84.0,01_1,MU-01_1-21,8.0,201911.1635,8161889.8489,0.013,0.436,1,S,SE
